unicode,emoji,cldr,cldr_link,meaning,note,unicode_text
U+1F6C0,🛀,person taking bath,person-taking-bath,"A gender-unspecified person taking a soothing bath in a white tub with a shower head. Commonly used for various content concerning bathing, washing, cleaning, and bathrooms more generally. May also represent relaxation and self-care. The appearance of the person, depicted in default yellow, varies. Apple's person is wearing a green shower cap, WhatsApp's a green washcloth. Google’s person appears to be playing in a bubble bath, with soapsuds atop their ahead. Other major vendors show the head of the bather with short, brown or blonde hair. Skin tone modifiers are available on supported platforms. Vendors implement the same or a similar tub and shower head as for their 🛁 Bathtub, but with a person taking/having a bath.",-,Person Taking Bath was approved as part of Unicode 6.0 in 2010 under the name “Bath” and added to Emoji 1.0 in 2015.
U+1F6CC,🛌,person in bed,person-in-bed,"A bed with a gender-unspecified person sleeping in it, as at a house, hotel, hostel, or other sleeping accommodation. Used especially for various content concerning sleeping as well as beds, furniture, housing, relaxing, and other bedroom activities. Shown with a headboard at the left and footboard with a person under the covers, head on the pillow. Most platforms suggest a wooden frame and feature blue or red sheets. The appearance of the person varies. Apple and Facebook's designs show only the hair of the sleeper, Apple's black and Facebook's brown and tousled. Other major vendors show the head of the sleeper in default yellow with short, brown or blonde hair. Skin tone support is not recommended for this emoji, though it is supported on some platforms. Vendors implement the same style of bed as for their 🛏️ Bed, but with a sleeper in it.",-,Person in Bed was approved as part of Unicode 7.0 in 2014 under the name “Sleeping Accommodation” and added to Emoji 1.0 in 2015.
U+1F9D1 U+200D U+1F91D U+200D U+1F9D1,🧑‍🤝‍🧑,people holding hands,people-holding-hands,"Two people holding hands, most likely due to being in a relationship. No gender is specified for these two people, meaning they are likely to be shown with a gender inclusive design.","The People Holding Hands emoji is a ZWJ sequence combining 🧑 Person, ‍ Zero Width Joiner and 🤝 Handshake.These display as a single emoji on supported platforms.",People Holding Hands was added to Emoji 12.0 in 2019.
U+1F46D,👭,women holding hands,women-holding-hands,"Two women holding hands, most likely due to being in a relationship.",-,Women Holding Hands was approved as part of Unicode 6.0 in 2010 under the name “Two Women Holding Hands” and added to Emoji 1.0 in 2015.
U+1F46B,👫,woman and man holding hands,woman-and-man-holding-hands,"A woman and man holding hands, most likely due to being in a relationship.",-,Woman and Man Holding Hands was approved as part of Unicode 6.0 in 2010 under the name “Man and Woman Holding Hands” and added to Emoji 1.0 in 2015.
U+1F46C,👬,men holding hands,men-holding-hands,"Two men holding hands, most likely due to being in a relationship.",-,Men Holding Hands was approved as part of Unicode 6.0 in 2010 under the name “Two Men Holding Hands” and added to Emoji 1.0 in 2015.
U+1F48F,💏,kiss,kiss,"A kissing gesture, shown with a pink love heart floating in the air between two people. No gender is specified for the two people, and as such this may be used to represent the concept of a couple broadly, and/or as a means of showing two non-binary people. Previously shown with the same appearance as 👩‍❤️‍💋‍👨 Kiss: Woman, Man, but now displays two people with an ambiguous gender appearance. 🚩 Previously displayed a gendered appearance, now shown as gender neutral on most platforms.",-,Kiss was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015.
U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468,👩‍❤️‍💋‍👨,"kiss: woman, man",kiss-woman-man,-,"The Kiss: Woman, Man emoji is a ZWJ sequence combining 👩 Woman, ‍ Zero Width Joiner, ❤️ Red Heart, 💋 Kiss Mark and 👨 Man.These display as a single emoji on supported platforms.","Kiss: Woman, Man was added to Emoji 2.0 in 2015."
U+1F468 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468,👨‍❤️‍💋‍👨,"kiss: man, man",kiss-man-man,"Two men displayed kissing, or gesturing a kiss toward each other. At small sizes this may be difficult to discern from the two women kissing.","The Kiss: Man, Man emoji is a ZWJ sequence combining 👨 Man, ‍ Zero Width Joiner, ❤️ Red Heart and 💋 Kiss Mark.These display as a single emoji on supported platforms.","Kiss: Man, Man was added to Emoji 2.0 in 2015."
U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469,👩‍❤️‍💋‍👩,"kiss: woman, woman",kiss-woman-woman,"A woman and a man standing next to each other, smiling, with a love heart floating in the air between them.","The Couple with Heart: Woman, Man emoji is a ZWJ sequence combining 👩 Woman, ‍ Zero Width Joiner, ❤️ Red Heart and 👨 Man.These display as a single emoji on supported platforms.","Couple with Heart: Woman, Man was added to Emoji 2.0 in 2015."
U+1F491,💑,couple with heart,couple-with-heart,"Two women displayed kissing, or gesturing a kiss toward each other. At small sizes this may be difficult to discern from two men kissing.","The Kiss: Woman, Woman emoji is a ZWJ sequence combining 👩 Woman, ‍ Zero Width Joiner, ❤️ Red Heart and 💋 Kiss Mark.These display as a single emoji on supported platforms.","Kiss: Woman, Woman was added to Emoji 2.0 in 2015."
U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468,👩‍❤️‍👨,"couple with heart: woman, man",couple-with-heart-woman-man,"A couple standing next to each other, smiling, with a love heart floating in the air between them. No gender is specified for the two people, and as such this may be used to represent the concept of a couple broadly, and/or as a means of showing two non-binary people. Previously shown with the same appearance as 👩‍❤️‍👨 Couple With Heart: Woman, Man, but now displays two people with an ambiguous gender appearance. 🚩 Previously displayed a gendered appearance, now shown as gender neutral on most platforms.",-,Couple with Heart was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015.
U+1F468 U+200D U+2764 U+FE0F U+200D U+1F468,👨‍❤️‍👨,"couple with heart: man, man",couple-with-heart-man-man,"Two men standing next to each other, smiling, with a love heart floating in the air between them.","The Couple with Heart: Man, Man emoji is a ZWJ sequence combining 👨 Man, ‍ Zero Width Joiner and ❤️ Red Heart.These display as a single emoji on supported platforms.","Couple with Heart: Man, Man was added to Emoji 2.0 in 2015."
U+1F469 U+200D U+2764 U+FE0F U+200D U+1F469,👩‍❤️‍👩,"couple with heart: woman, woman",couple-with-heart-woman-woman,"A family unit shown with two adults and one child. Previously displayed with the same design as 👨‍👩‍👦 Family: Man, Woman, Boy on most platforms, but now has its own gender inclusive appearance. 🚩 Previously displayed a gendered appearance, now shown as gender neutral on most platforms.",-,Family was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015.
U+1F46A,👪,family,family,-,"The Family: Man, Woman, Boy emoji is a ZWJ sequence combining 👨 Man, ‍ Zero Width Joiner, 👩 Woman and 👦 Boy.These display as a single emoji on supported platforms.","Family: Man, Woman, Boy was added to Emoji 2.0 in 2015."
U+1F468 U+200D U+1F469 U+200D U+1F466,👨‍👩‍👦,"family: man, woman, boy",family-man-woman-boy,"Two women standing next to each other, smiling, with a love heart floating in the air between them.","The Couple with Heart: Woman, Woman emoji is a ZWJ sequence combining 👩 Woman, ‍ Zero Width Joiner and ❤️ Red Heart.These display as a single emoji on supported platforms.","Couple with Heart: Woman, Woman was added to Emoji 2.0 in 2015."
U+1F468 U+200D U+1F469 U+200D U+1F467,👨‍👩‍👧,"family: man, woman, girl",family-man-woman-girl,"A family with a father, mother, and one daughter.","The Family: Man, Woman, Girl emoji is a ZWJ sequence combining 👨 Man, ‍ Zero Width Joiner, 👩 Woman and 👧 Girl.These display as a single emoji on supported platforms.","Family: Man, Woman, Girl was added to Emoji 2.0 in 2015."
U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,👨‍👩‍👧‍👦,"family: man, woman, girl, boy",family-man-woman-girl-boy,"A family with a father, mother, daughter, and son.","The Family: Man, Woman, Girl, Boy emoji is a ZWJ sequence combining 👨 Man, ‍ Zero Width Joiner, 👩 Woman, 👧 Girl and 👦 Boy.These display as a single emoji on supported platforms.","Family: Man, Woman, Girl, Boy was added to Emoji 2.0 in 2015."
U+1F468 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,👨‍👩‍👦‍👦,"family: man, woman, boy, boy",family-man-woman-boy-boy,"A family with a father, mother, and two daughters.","The Family: Man, Woman, Girl, Girl emoji is a ZWJ sequence combining 👨 Man, ‍ Zero Width Joiner, 👩 Woman and 👧 Girl.These display as a single emoji on supported platforms.","Family: Man, Woman, Girl, Girl was added to Emoji 2.0 in 2015."
U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467,👨‍👩‍👧‍👧,"family: man, woman, girl, girl",family-man-woman-girl-girl,"A family with a father, mother, and two sons.","The Family: Man, Woman, Boy, Boy emoji is a ZWJ sequence combining 👨 Man, ‍ Zero Width Joiner, 👩 Woman and 👦 Boy.These display as a single emoji on supported platforms.","Family: Man, Woman, Boy, Boy was added to Emoji 2.0 in 2015."
U+1F468 U+200D U+1F468 U+200D U+1F466,👨‍👨‍👦,"family: man, man, boy",family-man-man-boy,"A family with two fathers, and one son.","The Family: Man, Man, Boy emoji is a ZWJ sequence combining 👨 Man, ‍ Zero Width Joiner and 👦 Boy.These display as a single emoji on supported platforms.","Family: Man, Man, Boy was added to Emoji 2.0 in 2015."
U+1F468 U+200D U+1F468 U+200D U+1F467,👨‍👨‍👧,"family: man, man, girl",family-man-man-girl,"A family with two fathers, and one daughter.","The Family: Man, Man, Girl emoji is a ZWJ sequence combining 👨 Man, ‍ Zero Width Joiner and 👧 Girl.These display as a single emoji on supported platforms.","Family: Man, Man, Girl was added to Emoji 2.0 in 2015."
U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F466,👨‍👨‍👧‍👦,"family: man, man, girl, boy",family-man-man-girl-boy,"A family with two fathers, one daughter, and one son.","The Family: Man, Man, Girl, Boy emoji is a ZWJ sequence combining 👨 Man, ‍ Zero Width Joiner, 👧 Girl and 👦 Boy.These display as a single emoji on supported platforms.","Family: Man, Man, Girl, Boy was added to Emoji 2.0 in 2015."
U+1F468 U+200D U+1F468 U+200D U+1F466 U+200D U+1F466,👨‍👨‍👦‍👦,"family: man, man, boy, boy",family-man-man-boy-boy,"A family with two fathers, and two sons.","The Family: Man, Man, Boy, Boy emoji is a ZWJ sequence combining 👨 Man, ‍ Zero Width Joiner and 👦 Boy.These display as a single emoji on supported platforms. ","Family: Man, Man, Boy, Boy was added to Emoji 2.0 in 2015."
U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467,👨‍👨‍👧‍👧,"family: man, man, girl, girl",family-man-man-girl-girl,"A family with two fathers, and two daughters.","The Family: Man, Man, Girl, Girl emoji is a ZWJ sequence combining 👨 Man, ‍ Zero Width Joiner and 👧 Girl.These display as a single emoji on supported platforms.","Family: Man, Man, Girl, Girl was added to Emoji 2.0 in 2015."
U+1F469 U+200D U+1F469 U+200D U+1F466,👩‍👩‍👦,"family: woman, woman, boy",family-woman-woman-boy,"A family with two mothers, and one son.","The Family: Woman, Woman, Boy emoji is a ZWJ sequence combining 👩 Woman, ‍ Zero Width Joiner and 👦 Boy.These display as a single emoji on supported platforms.","Family: Woman, Woman, Boy was added to Emoji 2.0 in 2015."
U+1F469 U+200D U+1F469 U+200D U+1F467,👩‍👩‍👧,"family: woman, woman, girl",family-woman-woman-girl,"A family with two mothers, and one daughter.","The Family: Woman, Woman, Girl emoji is a ZWJ sequence combining 👩 Woman, ‍ Zero Width Joiner and 👧 Girl.These display as a single emoji on supported platforms.","Family: Woman, Woman, Girl was added to Emoji 2.0 in 2015."
U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,👩‍👩‍👧‍👦,"family: woman, woman, girl, boy",family-woman-woman-girl-boy,"A family with two mothers, and two sons.","The Family: Woman, Woman, Boy, Boy emoji is a ZWJ sequence combining 👩 Woman, ‍ Zero Width Joiner and 👦 Boy. These display as a single emoji on supported platforms.","Family: Woman, Woman, Boy, Boy was added to Emoji 2.0 in 2015."
U+1F469 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,👩‍👩‍👦‍👦,"family: woman, woman, boy, boy",family-woman-woman-boy-boy,"A family with two mothers, one daughter, and one son.","The Family: Woman, Woman, Girl, Boy emoji is a ZWJ sequence combining 👩 Woman, ‍ Zero Width Joiner, 👧 Girl and 👦 Boy.These display as a single emoji on supported platforms.","Family: Woman, Woman, Girl, Boy was added to Emoji 2.0 in 2015."
U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467,👩‍👩‍👧‍👧,"family: woman, woman, girl, girl",family-woman-woman-girl-girl,"A family with two mothers, and two daughters.","The Family: Woman, Woman, Girl, Girl emoji is a ZWJ sequence combining 👩 Woman, ‍ Zero Width Joiner and 👧 Girl.These display as a single emoji on supported platforms.","Family: Woman, Woman, Girl, Girl was added to Emoji 2.0 in 2015."
U+1F468 U+200D U+1F466,👨‍👦,"family: man, boy",family-man-boy,-,"The Family: Man, Boy emoji is a ZWJ sequence combining 👨 Man, ‍ Zero Width Joiner and 👦 Boy.These display as a single emoji on supported platforms.","Family: Man, Boy was added to Emoji 4.0 in 2016."
